Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1359.9,"Other fruits, n.e.c.",2019,2019,hg/ha,72315,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1359.9,"Other fruits, n.e.c.",2019,2019,tonnes,80965.75,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2019,2019,ha,58,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2019,2019,hg/ha,22866,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2019,2019,tonnes,133.54,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2019,2019,ha,2030,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1319,"Other tropical fruits, n.e.c.",2019,2019,hg/ha,121200,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1319,"Other tropical fruits, n.e.c.",2019,2019,tonnes,24603.04,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2019,2019,ha,10335,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2019,2019,hg/ha,71151,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1290.9,"Other vegetables, fresh n.e.c.",2019,2019,tonnes,73536.59,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1317,Papayas,2019,2019,ha,171,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1317,Papayas,2019,2019,hg/ha,129122,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1317,Papayas,2019,2019,tonnes,2211.35,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1705,"Peas, dry",2019,2019,ha,24772,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1705,"Peas, dry",2019,2019,hg/ha,6217,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1705,"Peas, dry",2019,2019,tonnes,15400.3,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2019,2019,ha,681,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1651,"Pepper (Piper spp.), raw",2019,2019,hg/ha,37262,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1651,"Pepper (Piper spp.), raw",2019,2019,tonnes,2537.73,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1318,Pineapples,2019,2019,ha,5434,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1318,Pineapples,2019,2019,hg/ha,66928,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1318,Pineapples,2019,2019,tonnes,36371.73,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1313,Plantains and cooking bananas,2019,2019,ha,86707,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1313,Plantains and cooking bananas,2019,2019,hg/ha,94400,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1313,Plantains and cooking bananas,2019,2019,tonnes,818515.21,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1510,Potatoes,2019,2019,ha,107590,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1510,Potatoes,2019,2019,hg/ha,90474,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1510,Potatoes,2019,2019,tonnes,973407.9,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1235,"Pumpkins, squash and gourds",2019,2019,ha,50440,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1235,"Pumpkins, squash and gourds",2019,2019,hg/ha,52113,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1235,"Pumpkins, squash and gourds",2019,2019,tonnes,262857.8,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2019,2019,ha,8769,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1930.02,"Pyrethrum, dried flowers",2019,2019,hg/ha,3414,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1930.02,"Pyrethrum, dried flowers",2019,2019,tonnes,2993.34,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1443,Rape or colza seed,2019,2019,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,1443,Rape or colza seed,2019,2019,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,113,Rice,2019,2019,ha,32896,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,113,Rice,2019,2019,hg/ha,39998,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,113,Rice,2019,2019,tonnes,131576.89,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1921.01,"Seed cotton, unginned",2019,2019,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,1921.01,"Seed cotton, unginned",2019,2019,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,114,Sorghum,2019,2019,ha,161850,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,114,Sorghum,2019,2019,hg/ha,9863,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,114,Sorghum,2019,2019,tonnes,159625.77,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,141,Soya beans,2019,2019,ha,46695,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,141,Soya beans,2019,2019,hg/ha,5252,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,141,Soya beans,2019,2019,tonnes,24525.63,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1802,Sugar cane,2019,2019,ha,7869,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1802,Sugar cane,2019,2019,hg/ha,123488,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1802,Sugar cane,2019,2019,tonnes,97168.29,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1530,Sweet potatoes,2019,2019,ha,183889,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1530,Sweet potatoes,2019,2019,hg/ha,67845,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1530,Sweet potatoes,2019,2019,tonnes,1247583.96,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1550,Taro,2019,2019,ha,28163,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1550,Taro,2019,2019,hg/ha,61002,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1550,Taro,2019,2019,tonnes,171803.41,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1620,Tea leaves,2019,2019,ha,20851,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1620,Tea leaves,2019,2019,hg/ha,64446,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1620,Tea leaves,2019,2019,tonnes,134378.13,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1234,Tomatoes,2019,2019,ha,10731,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1234,Tomatoes,2019,2019,hg/ha,98551,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1234,Tomatoes,2019,2019,tonnes,105757.79,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1970,Unmanufactured tobacco,2019,2019,ha,4181,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1970,Unmanufactured tobacco,2019,2019,hg/ha,11890,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1970,Unmanufactured tobacco,2019,2019,tonnes,4971.44,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,111,Wheat,2019,2019,ha,13234,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,111,Wheat,2019,2019,hg/ha,11853,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,111,Wheat,2019,2019,tonnes,15686.27,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1540,Yams,2019,2019,ha,6078,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1540,Yams,2019,2019,hg/ha,100445,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1540,Yams,2019,2019,tonnes,61055.42,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1311,Avocados,2020,2020,ha,293,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1311,Avocados,2020,2020,hg/ha,221004,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1311,Avocados,2020,2020,tonnes,6477.49,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1312,Bananas,2020,2020,ha,178983,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1312,Bananas,2020,2020,hg/ha,113534,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1312,Bananas,2020,2020,tonnes,2032073,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,115,Barley,2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,115,Barley,2020,2020,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1701,"Beans, dry",2020,2020,ha,647983,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1701,"Beans, dry",2020,2020,hg/ha,6771,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1701,"Beans, dry",2020,2020,tonnes,438735.56,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1212,Cabbages,2020,2020,ha,3729,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1212,Cabbages,2020,2020,hg/ha,164236,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1212,Cabbages,2020,2020,tonnes,61244.61,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1251,Carrots and turnips,2020,2020,ha,3563,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1251,Carrots and turnips,2020,2020,hg/ha,132855,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1251,Carrots and turnips,2020,2020,tonnes,47334.67,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1520.01,"Cassava, fresh",2020,2020,ha,192156,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1520.01,"Cassava, fresh",2020,2020,hg/ha,66591,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1520.01,"Cassava, fresh",2020,2020,tonnes,1279581.83,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,ha,1315,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,hg/ha,34950,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,tonnes,4595.48,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1610,"Coffee, green",2020,2020,ha,17208,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1610,"Coffee, green",2020,2020,hg/ha,11889,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1610,"Coffee, green",2020,2020,tonnes,20459,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1233,Eggplants (aubergines),2020,2020,ha,7713,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1233,Eggplants (aubergines),2020,2020,hg/ha,107849,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1233,Eggplants (aubergines),2020,2020,tonnes,83186.31,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,142,"Groundnuts, excluding shelled",2020,2020,ha,35901,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,142,"Groundnuts, excluding shelled",2020,2020,hg/ha,4541,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,142,"Groundnuts, excluding shelled",2020,2020,tonnes,16303.7,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2020,2020,ha,14614,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1254,Leeks and other alliaceous vegetables,2020,2020,hg/ha,1751,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1254,Leeks and other alliaceous vegetables,2020,2020,tonnes,2558.25,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1322,Lemons and limes,2020,2020,ha,1445,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1322,Lemons and limes,2020,2020,hg/ha,48905,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1322,Lemons and limes,2020,2020,tonnes,7068.92,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,112,Maize (corn),2020,2020,ha,294439,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,112,Maize (corn),2020,2020,hg/ha,15237,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,112,Maize (corn),2020,2020,tonnes,448632.58,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2020,2020,ha,175,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1316,"Mangoes, guavas and mangosteens",2020,2020,hg/ha,123056,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1316,"Mangoes, guavas and mangosteens",2020,2020,tonnes,2148.38,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,118,Millet,2020,2020,ha,10637,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,118,Millet,2020,2020,hg/ha,4785,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,118,Millet,2020,2020,tonnes,5089.68,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,ha,3629,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,hg/ha,94502,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,tonnes,34297.44,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1323,Oranges,2020,2020,ha,1353,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1323,Oranges,2020,2020,hg/ha,19405,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1323,Oranges,2020,2020,tonnes,2626.17,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1241.9,"Other beans, green",2020,2020,ha,951,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1241.9,"Other beans, green",2020,2020,hg/ha,76550,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1241.9,"Other beans, green",2020,2020,tonnes,7282.21,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2020,2020,ha,11177,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1359.9,"Other fruits, n.e.c.",2020,2020,hg/ha,72819,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1359.9,"Other fruits, n.e.c.",2020,2020,tonnes,81389.65,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,ha,58,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,hg/ha,23182,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,tonnes,134.23,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2020,2020,ha,2038,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1319,"Other tropical fruits, n.e.c.",2020,2020,hg/ha,121194,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1319,"Other tropical fruits, n.e.c.",2020,2020,tonnes,24702.18,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,10390,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,hg/ha,70057,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,tonnes,72789.08,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1317,Papayas,2020,2020,ha,107,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1317,Papayas,2020,2020,hg/ha,212328,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1317,Papayas,2020,2020,tonnes,2277.92,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1705,"Peas, dry",2020,2020,ha,17261,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1705,"Peas, dry",2020,2020,hg/ha,8084,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1705,"Peas, dry",2020,2020,tonnes,13953.24,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2020,2020,ha,691,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1651,"Pepper (Piper spp.), raw",2020,2020,hg/ha,36975,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1651,"Pepper (Piper spp.), raw",2020,2020,tonnes,2553.55,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1318,Pineapples,2020,2020,ha,3579,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1318,Pineapples,2020,2020,hg/ha,49821,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1318,Pineapples,2020,2020,tonnes,17828.74,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1313,Plantains and cooking bananas,2020,2020,ha,106409,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1313,Plantains and cooking bananas,2020,2020,hg/ha,85823,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1313,Plantains and cooking bananas,2020,2020,tonnes,913231.28,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1510,Potatoes,2020,2020,ha,104494,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1510,Potatoes,2020,2020,hg/ha,82160,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1510,Potatoes,2020,2020,tonnes,858521.46,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1235,"Pumpkins, squash and gourds",2020,2020,ha,50613,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1235,"Pumpkins, squash and gourds",2020,2020,hg/ha,51554,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1235,"Pumpkins, squash and gourds",2020,2020,tonnes,260931.23,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2020,2020,ha,4867,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1930.02,"Pyrethrum, dried flowers",2020,2020,hg/ha,2636,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1930.02,"Pyrethrum, dried flowers",2020,2020,tonnes,1283.07,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1443,Rape or colza seed,2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,1443,Rape or colza seed,2020,2020,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,113,Rice,2020,2020,ha,29584,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,113,Rice,2020,2020,hg/ha,39381,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,113,Rice,2020,2020,tonnes,116504.47,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1921.01,"Seed cotton, unginned",2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,1921.01,"Seed cotton, unginned",2020,2020,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,114,Sorghum,2020,2020,ha,169419,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,114,Sorghum,2020,2020,hg/ha,10063,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,114,Sorghum,2020,2020,tonnes,170489.08,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,141,Soya beans,2020,2020,ha,48488,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,141,Soya beans,2020,2020,hg/ha,4899,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,141,Soya beans,2020,2020,tonnes,23754.65,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1802,Sugar cane,2020,2020,ha,8309,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1802,Sugar cane,2020,2020,hg/ha,118286,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1802,Sugar cane,2020,2020,tonnes,98283.27,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,179555,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1530,Sweet potatoes,2020,2020,hg/ha,71043,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1530,Sweet potatoes,2020,2020,tonnes,1275614.12,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1550,Taro,2020,2020,ha,29015,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1550,Taro,2020,2020,hg/ha,64808,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1550,Taro,2020,2020,tonnes,188041.76,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1620,Tea leaves,2020,2020,ha,22348,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1620,Tea leaves,2020,2020,hg/ha,62647,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1620,Tea leaves,2020,2020,tonnes,140004.94,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1234,Tomatoes,2020,2020,ha,12930,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1234,Tomatoes,2020,2020,hg/ha,70001,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1234,Tomatoes,2020,2020,tonnes,90508.96,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1970,Unmanufactured tobacco,2020,2020,ha,4208,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1970,Unmanufactured tobacco,2020,2020,hg/ha,11858,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1970,Unmanufactured tobacco,2020,2020,tonnes,4989.94,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,111,Wheat,2020,2020,ha,12309,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,111,Wheat,2020,2020,hg/ha,10408,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,111,Wheat,2020,2020,tonnes,12811.42,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1540,Yams,2020,2020,ha,5951,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1540,Yams,2020,2020,hg/ha,103731,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1540,Yams,2020,2020,tonnes,61732.64,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1311,Avocados,2021,2021,ha,286,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1311,Avocados,2021,2021,hg/ha,207912,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1311,Avocados,2021,2021,tonnes,5950.33,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1312,Bananas,2021,2021,ha,187611,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1312,Bananas,2021,2021,hg/ha,114272,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1312,Bananas,2021,2021,tonnes,2143866,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,115,Barley,2021,2021,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,115,Barley,2021,2021,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1701,"Beans, dry",2021,2021,ha,694481,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1701,"Beans, dry",2021,2021,hg/ha,7084,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1701,"Beans, dry",2021,2021,tonnes,491976,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1212,Cabbages,2021,2021,ha,4280,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1212,Cabbages,2021,2021,hg/ha,146091,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1212,Cabbages,2021,2021,tonnes,62527.33,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1251,Carrots and turnips,2021,2021,ha,3207,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1251,Carrots and turnips,2021,2021,hg/ha,142137,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1251,Carrots and turnips,2021,2021,tonnes,45588.88,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1520.01,"Cassava, fresh",2021,2021,ha,90121,A,Official figure
